"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-20","6.71",,"0.00","0.0","0.0",,"49","40","  280","  280","16.1","27.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-21","5.59",,"0.00","0.0","0.0",,"42","37","  300","  300","15.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-22","4.70",,"0.51","0.0","0.0",,"42","36","   60","  170","13.0","16.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-23","7.61",,"0.41","0.0","0.0",,"39","36","  300","  310","19.9","31.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-24","6.93",,"0.00","0.0","0.0",,"46","35","  310","  290","19.9","28.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-25","6.04",,"0.90","0.0","0.0",,"54","35","  160","  150","16.1","29.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-26","8.95",,"0.44","0.0","0.0",,"57","41","  280","  280","19.9","32.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-27","5.82",,"0.00","0.0","0.0",,"44","35","  230","  240","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-28","7.16",,"0.00","0.0","0.0",,"52","36","  220","  230","18.1","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-29","4.70",,"0.00","0.0","0.0",,"53","42","  240","  210","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-30","2.91",,"0.00","0.0","0.0",,"55","43","  220","  220","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-01-31","4.25",,"0.06","0.0","0.0",,"50","31","   10","   10","12.1","17.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-01","5.59",,"0.02","0.4","0.0",,"38","26","  290","  270","12.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-02","4.92",,"0.00","0.0","0.0",,"40","29","  240","  250","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-03","11.86",,"0.00","0.0","0.0",,"35","11","  310","  310","29.1","42.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-04","8.72",,"0.00","0.0","0.0",,"27","3","  300","  300","21.9","35.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-05","3.58",,"0.00","0.0","0.0",,"49","27","  230","  240","14.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-06","4.92",,"0.00","0.0","0.0",,"52","34","   30","  360","17.0","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-07","4.92",,"0.02","0.0","0.0",,"43","30","  220","   40","12.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-08","6.04",,"0.00","0.0","0.0",,"53","39","  300","  300","16.1","28.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-09","3.58",,"0.00","0.0","0.0",,"55","42","  150","  150","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-10","8.50",,"0.00","0.0","0.0",,"61","45","  270","  270","19.9","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-11","5.82",,"0.00","0.0","0.0",,"46","36","  300","  310","19.9","30.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-12","4.25",,"0.01","0.0","0.0",,"48","38","   50","   50","14.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-13","7.38",,"0.00","0.0","0.0",,"57","41","  240","  230","14.1","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-14","5.59",,"0.00","0.0","0.0",,"54","40","  300","  300","17.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-15","4.47",,"0.00","0.0","0.0",,"67","47","  230","  230","15.0","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-16","3.58",,"0.07","0.0","0.0",,"70","56","  240","  260","14.1","23.9",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-17","7.16",,"0.18","0.0","0.0",,"61","32","  300","  210","21.9","68.0","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-18","8.28",,"0.00","0.0","0.0",,"43","27","  300","  290","16.1","27.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-19","3.36",,"0.00","0.0","0.0",,"50","37","  170","  180","14.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-20","6.04",,"0.00","0.0","0.0",,"61","47","  270","  280","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-21","4.92",,"0.27","0.0","0.0",,"50","37","   60","   50","14.1","19.9","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-22","6.04",,"0.14","0.0","0.0",,"44","37","   60","  110","14.1","18.1","    1",,,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-23","7.38",,"0.02","0.0","0.0",,"44","38","   60","  100","16.1","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-24","8.72",,"0.00","0.0","0.0",,"45","25","  300","  310","21.9","38.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-25","3.58",,"0.00","0.0","0.0",,"33","23","  300","  300","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-26","5.37",,"0.00","0.0","0.0",,"50","30","  230","  230","16.1","27.1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-27","5.14",,"0.21","0.9","0.0",,"46","33","   90","  120","15.0","25.9","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-02-28","5.59",,"0.34","0.9","2.0",,"38","32","   60","   40","21.0","28.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-01","5.82",,"0.00","0.0","1.2",,"44","33","  120","  130","13.0","21.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-02","5.59",,"0.00","0.0","0.0",,"54","39","   60","  300","15.0","23.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-03","5.82",,"0.15","0.0","0.0",,"47","37","  100","  120","19.9","31.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-04","8.05",,"0.99","0.0","0.0",,"45","38","   60","  110","23.0","35.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-05","8.05",,"0.00","0.0","0.0",,"53","38","  310","  300","17.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-06","5.37",,"0.00","0.0","0.0",,"52","40","  320","  280","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-07","10.74",,"0.06","0.1","0.0",,"47","33","  300","  300","23.9","36.0","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-08","8.50",,"0.00","0.0","0.0",,"48","31","  360","  300","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-09","7.83",,"0.00","0.0","0.0",,"51","33","   30","   30","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-10","3.80",,"0.36","0.0","0.0",,"46","35","   30","   20","14.1","18.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-11","8.28",,"0.40","0.0","0.0",,"45","35","   20","   40","17.0","27.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-12","4.25",,"0.00","0.0","0.0",,"48","34","   20","   40","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-13","7.16",,"0.67","0.0","0.0",,"45","38","   60","   50","19.9","27.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-14","10.29",,"0.13","0.0","0.0",,"38","33","  280","  270","21.9","33.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-15","12.97",,"0.00","0.0","0.0",,"45","34","  300","  300","23.9","40.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-16","6.26",,"0.00","0.0","0.0",,"59","34","  240","  230","13.0","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-17","3.36",,"0.00","0.0","0.0",,"60","47","  240","  230","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-18","6.93",,"0.02","0.0","0.0",,"56","40","  270","  290","15.0","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-19","8.72",,"0.00","0.0","0.0",,"40","29","  270","  300","18.1","33.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-20","4.92",,"0.00","0.0","0.0",,"51","31","  240","   90","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-21","5.82",,"0.00","0.0","0.0",,"63","40","  230","  200","15.0","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-22","3.58",,"0.00","0.0","0.0",,"62","48","  230","  360","12.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-23","4.70",,"0.09","0.0","0.0",,"60","48","  300","  270","13.0","21.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-24","5.14",,"0.00","0.0","0.0",,"55","44","   80","  280","14.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-25","8.05",,"0.15","0.0","0.0",,"47","42","   90","  110","18.1","29.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-26","6.04",,"0.00","0.0","0.0",,"63","44","  270","  270","16.1","25.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-27","5.82",,"0.29","0.0","0.0",,"62","43","   70","   60","15.0","19.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-28","4.03",,"0.00","0.0","0.0",,"52","42","  310","   10","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-29","5.82",,"0.00","0.0","0.0",,"55","39","  230","   99","10.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-30","7.38",,"0.01","0.0","0.0",,"46","31","  300","  310","17.0","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-03-31","2.46",,"0.00","0.0","0.0",,"57","38","  180","  180","13.0","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-01","4.92",,"0.38","0.0","0.0",,"72","51","  280","  310","17.0","31.1","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-02","9.17",,"0.00","0.0","0.0",,"51","40","  300","  290","23.0","36.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-03","4.47",,"0.00","0.0","0.0",,"59","39","  180","  130","13.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-04","1.79",,"0.00","0.0","0.0",,"73","48","  240","  240","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-05","8.50",,"0.00","0.0","0.0",,"57","46","   60","   60","23.0","31.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-06","3.13",,"0.00","0.0","0.0",,"80","47","  360","  350","12.1","21.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-07","8.05",,"0.00","0.0","0.0",,"60","42","  310","  290","16.1","27.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-08","3.36",,"0.00","0.0","0.0",,"54","37","   50","   10","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-09","4.25",,"0.00","0.0","0.0",,"57","40","   40","   30","15.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-10","5.14",,"0.00","0.0","0.0",,"68","42","  230","  240","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-11","5.82",,"0.00","0.0","0.0",,"75","51","  250","  230","17.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-12","5.59",,"0.00","0.0","0.0",,"84","64","  300","  310","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-13","5.59",,"0.00","0.0","0.0",,"90","67","  230","  240","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-14","3.36",,"0.00","0.0","0.0",,"91","70","  220","  230","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-15","3.58",,"0.02","0.0","0.0",,"75","59","  110","  120","10.1","17.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-16","2.91",,"0.00","0.0","0.0",,"71","57","  100","   90","10.1","14.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-17","5.82",,"0.00","0.0","0.0",,"68","53","  240","  230","16.1","27.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-18","7.16",,"0.00","0.0","0.0",,"57","45","  280","  280","21.9","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-19","5.82",,"0.00","0.0","0.0",,"64","45","  300","  320","14.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-20","2.68",,"0.00","0.0","0.0",,"66","45","   70","  190","10.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-21","5.14",,"0.00","0.0","0.0",,"71","51","   90","  130","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-22","7.16",,"0.68","0.0","0.0",,"67","51","   90","   50","14.1","19.0","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-23","5.59",,"1.51","0.0","0.0",,"69","50","  290","  280","13.0","21.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-24","4.03",,"0.00","0.0","0.0",,"62","44","  290","  290","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-25","2.46",,"0.00","0.0","0.0",,"60","46","  280","  280","8.9","12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-26","2.46",,"0.00","0.0","0.0",,"60","46","  190","  120","8.9","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-27","3.13",,"0.00","0.0","0.0",,"57","49","  120","   30","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-28","6.71",,"0.33","0.0","0.0",,"56","47","  110","  110","13.0","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-29","8.50",,"2.46","0.0","0.0",,"53","47","   60","  100","15.0","42.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-04-30","6.93",,"2.32","0.0","0.0",,"60","50","   60","   80","18.1","25.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-01","6.93",,"0.09","0.0","0.0",,"61","49","  280","  270","18.1","29.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-02","4.47",,"0.25","0.0","0.0",,"56","44","  230","  210","16.1","28.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-03","3.13",,"0.00","0.0","0.0",,"57","47","  280","  260","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-04","3.80",,"0.05","0.0","0.0",,"55","48","   60","   90","10.1","17.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-05","2.01",,"0.00","0.0","0.0",,"66","48","   60","   30","12.1","17.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-06","2.91",,"0.00","0.0","0.0",,"73","48","   10","  350","8.9","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-07","2.91",,"0.02","0.0","0.0",,"78","54","  230","   30","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-08","4.70",,"0.00","0.0","0.0",,"77","58","  310","  300","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-09","2.91",,"0.00","0.0","0.0",,"71","54","   60","  180","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-10","2.01",,"0.00","0.0","0.0",,"73","50","  230","  220","12.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-11","3.80",,"0.00","0.0","0.0",,"80","57","  230","  230","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-12","2.91",,"0.00","0.0","0.0",,"87","65","  270","  240","10.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-13","2.91",,"0.00","0.0","0.0",,"82","66","  290","   10","12.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-14","6.26",,"0.00","0.0","0.0",,"74","59","   30","  350","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-15","3.80",,"0.00","0.0","0.0",,"74","52","  240","  240","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-16","5.14",,"0.00","0.0","0.0",,"79","58","  240","  240","17.0","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-17","5.82",,"0.00","0.0","0.0",,"69","50","  300","  300","16.1","27.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-18","4.25",,"0.00","0.0","0.0",,"61","43","   50","   40","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-19","2.24",,"0.00","0.0","0.0",,"70","52","  120","  220","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-20","2.91",,"0.77","0.0","0.0",,"65","57","   60","   50","10.1","14.1","    1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-21","4.70",,"0.02","0.0","0.0",,"70","55","  310","  310","14.1","21.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-22","2.68",,"0.00","0.0","0.0",,"75","57","   70",,"13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-23","2.91",,"0.00","0.0","0.0",,"70","54","  190","  160","8.9","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-24","2.68",,"0.08","0.0","0.0",,"77","53","   40","   20","14.1","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-25","7.38",,"0.00","0.0","0.0",,"68","50","   60","  360","17.0","25.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-26","3.36",,"0.00","0.0","0.0",,"72","53","   60","   50","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-27","3.36",,"0.00","0.0","0.0",,"78","56","   70","  260","10.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-28","2.24",,"0.00","0.0","0.0",,"79","59","  140","  190","6.9","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-29","5.37",,"0.00","0.0","0.0",,"79","59","   60","   60","21.9","30.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-30","4.92",,"0.00","0.0","0.0",,"72","55","   60","   70","14.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-05-31","2.24",,"0.00","0.0","0.0",,"77","51","   50","  120","8.1","12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-01","1.79",,"0.00","0.0","0.0",,"87","59","   60","   50","8.9","13.0","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-02","2.01",,"0.24","0.0","0.0",,"91","66","   60","   40","16.1","21.9","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-03","7.61",,"0.00","0.0","0.0",,"69","54","   70","   50","15.0","21.9",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-04","5.82",,"0.00","0.0","0.0",,"69","49","   50","   60","16.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-05","2.91",,"0.00","0.0","0.0",,"76","56","   50","   30","14.1","19.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-06","3.80",,"0.00","0.0","0.0",,"79","60","  310","  300","14.1","21.9",,,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-07","4.92",,"0.00","0.0","0.0",,"69","57","  320","  260","12.1","21.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-08","2.68",,"0.00","0.0","0.0",,"72","55","  300","   70","10.1","15.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-09","3.80",,"0.00","0.0","0.0",,"72","58","  240","  240","8.9","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-10","3.80",,"0.00","0.0","0.0",,"78","58","  300","  290","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-11","0.89",,"0.01","0.0","0.0",,"82","64","  130","  130","12.1","18.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-12","2.91",,"0.30","0.0","0.0",,"78","66","  120","  130","13.0","19.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-13","4.92",,"0.00","0.0","0.0",,"78","64","  280","  230","12.1","19.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-14","3.80",,"0.14","0.0","0.0",,"76","63","  280","  230","13.0","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-15","5.14",,"0.00","0.0","0.0",,"77","61","  300","  310","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-16","2.68",,"0.23","0.0","0.0",,"79","63","  230","  210","12.1","19.9","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-17","4.47",,"0.00","0.0","0.0",,"77","62","  300","   20","15.0","28.0",,,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-18","4.47",,"0.00","0.0","0.0",,"80","62","  300","  290","12.1","17.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-19","3.80",,"0.00","0.0","0.0",,"81","65","  100","  130","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-20","5.37",,"0.00","0.0","0.0",,"78","64","   50","   60","14.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-21","10.51",,"0.00","0.0","0.0",,"73","62","   60","   50","17.0","25.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-22","8.72",,"0.00","0.0","0.0",,"72","60","   60","   50","18.1","25.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-23","3.13",,"0.04","0.0","0.0",,"71","65","  130","  130","8.1","13.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-24","0.67",,"0.07","0.0","0.0",,"78","69","  130","  170","8.1","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-25","1.57",,"0.00","0.0","0.0",,"85","71","   80","   90","10.1","16.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2023-06-26","4.03",,"0.51","0.0","0.0",,"78","68","  300","  320","14.1","21.0","    1",,"    1",,"    1"
